idx,sentence,label,fp32_pred,int8_pred,fp32_correct,int8_correct,flipped,fp32_logit_0,fp32_logit_1,int8_logit_0,int8_logit_1,fp32_margin,int8_margin,abs_logit0_diff,abs_logit1_diff
29,i had to look away - this was god awful . ,0,0,0,True,True,False,1.951061725616455,-1.9521607160568237,1.6782418489456177,-1.5745849609375,3.903222441673279,3.2528268098831177,0.2728198766708374,0.37757575511932373
30,"thanks to scott 's charismatic roger and eisenberg 's sweet nephew , roger dodger is one of the most compelling variations on in the company of men . ",1,1,1,True,True,False,-2.2330639362335205,2.3135690689086914,-1.6553955078125,1.704904556274414,4.546633005142212,3.360300064086914,0.5776684284210205,0.6086645126342773
31,"... designed to provide a mix of smiles and tears , `` crossroads '' instead provokes a handful of unintentional howlers and numerous yawns . ",0,0,0,True,True,False,0.9170723557472229,-0.7269423007965088,0.5776873230934143,-0.41510215401649475,1.6440146565437317,0.9927894771099091,0.3393850326538086,0.31184014678001404
32,"a gorgeous , witty , seductive movie . ",1,1,1,True,True,False,-2.408271074295044,2.5548436641693115,-2.18605899810791,2.280832529067993,4.9631147384643555,4.466891527175903,0.2222120761871338,0.27401113510131836
33,"if the movie succeeds in instilling a wary sense of ` there but for the grace of god , ' it is far too self-conscious to draw you deeply into its world . ",0,0,0,True,True,False,1.053497314453125,-1.0202487707138062,0.8815363645553589,-0.80974280834198,2.073746085166931,1.6912791728973389,0.1719609498977661,0.21050596237182617
34,"it does n't believe in itself , it has no sense of humor ... it 's just plain bored . ",0,0,0,True,True,False,2.144482374191284,-2.104356527328491,1.7830510139465332,-1.6489773988723755,4.248838901519775,3.4320284128189087,0.361431360244751,0.4553791284561157
35,a sequence of ridiculous shoot - 'em - up scenes . ,0,0,0,True,True,False,2.093562126159668,-2.025160074234009,1.7767060995101929,-1.704035758972168,4.118722200393677,3.480741858482361,0.3168560266494751,0.3211243152618408
36,"the weight of the piece , the unerring professionalism of the chilly production , and the fascination embedded in the lurid topic prove recommendation enough . ",1,1,1,True,True,False,-1.1358270645141602,1.2390929460525513,-0.7296767830848694,0.7844429612159729,2.3749200105667114,1.5141197443008423,0.40615028142929077,0.45464998483657837
37,"( w ) hile long on amiable monkeys and worthy environmentalism , jane goodall 's wild chimpanzees is short on the thrills the oversize medium demands . ",0,0,0,True,True,False,0.8923266530036926,-0.7391447424888611,0.34140437841415405,-0.24088573455810547,1.6314713954925537,0.5822901129722595,0.5509222745895386,0.4982590079307556
38,"as surreal as a dream and as detailed as a photograph , as visually dexterous as it is at times imaginatively overwhelming . ",1,1,1,True,True,False,-2.105689525604248,2.2048330307006836,-1.7889142036437988,1.8541244268417358,4.310522556304932,3.6430386304855347,0.3167753219604492,0.35070860385894775
39,"escaping the studio , piccoli is warmly affecting and so is this adroitly minimalist movie . ",1,1,1,True,True,False,-1.9306540489196777,2.0201995372772217,-1.377887487411499,1.3888007402420044,3.9508535861968994,2.7666882276535034,0.5527665615081787,0.6313987970352173
40,"there 's ... tremendous energy from the cast , a sense of playfulness and excitement that seems appropriate . ",1,1,1,True,True,False,-2.3586132526397705,2.5140984058380127,-1.8757977485656738,1.9361952543258667,4.872711658477783,3.8119930028915405,0.4828155040740967,0.577903151512146
41,"this illuminating documentary transcends our preconceived vision of the holy land and its inhabitants , revealing the human complexities beneath . ",1,1,1,True,True,False,-1.814988613128662,1.8541905879974365,-1.4632989168167114,1.5387440919876099,3.6691792011260986,3.0020430088043213,0.3516896963119507,0.31544649600982666
42,the subtle strength of `` elling '' is that it never loses touch with the reality of the grim situation . ,1,1,1,True,True,False,-1.131698489189148,1.2115020751953125,-0.8127090930938721,0.8405290246009827,2.3432005643844604,1.6532381176948547,0.3189893960952759,0.37097305059432983
43,holm ... embodies the character with an effortlessly regal charisma . ,1,1,1,True,True,False,-2.2098758220672607,2.2590112686157227,-1.771337866783142,1.8524580001831055,4.468887090682983,3.6237958669662476,0.43853795528411865,0.4065532684326172
44,"the title not only describes its main characters , but the lazy people behind the camera as well . ",0,0,0,True,True,False,1.778702735900879,-1.6689438819885254,1.4481446743011475,-1.2739784717559814,3.4476466178894043,2.722123146057129,0.33055806159973145,0.39496541023254395
45,it offers little beyond the momentary joys of pretty and weightless intellectual entertainment . ,0,0,0,True,True,False,0.24494263529777527,-0.12677505612373352,0.3181871473789215,-0.19343121349811554,0.3717176914215088,0.511618360877037,0.07324451208114624,0.06665615737438202
46,a synthesis of cliches and absurdities that seems positively decadent in its cinematic flash and emptiness . ,0,0,0,True,True,False,0.3344251811504364,-0.20855771005153656,0.9312285780906677,-0.7842422723770142,0.542982891201973,1.7154708504676819,0.5968033969402313,0.5756845623254776
47,a subtle and well-crafted ( for the most part ) chiller . ,1,1,1,True,True,False,-2.401397228240967,2.5356760025024414,-2.0394105911254883,2.087548017501831,4.937073230743408,4.126958608627319,0.3619866371154785,0.44812798500061035
48,has a lot of the virtues of eastwood at his best . ,1,1,1,True,True,False,-1.9039608240127563,2.044588327407837,-1.2085024118423462,1.2306829690933228,3.9485491514205933,2.439185380935669,0.6954584121704102,0.8139053583145142
49,it 's hampered by a lifetime-channel kind of plot and a lead actress who is out of her depth . ,0,0,0,True,True,False,1.876551628112793,-1.780440092086792,1.0888502597808838,-0.8795272707939148,3.656991720199585,1.9683775305747986,0.7877013683319092,0.9009128212928772
50,"it feels like an after-school special gussied up with some fancy special effects , and watching its rote plot points connect is about as exciting as gazing at an egg timer for 93 minutes . ",0,1,1,False,False,False,-0.708159863948822,0.691066563129425,-0.0816124901175499,0.05517954006791115,1.399226427078247,0.13679203018546104,0.6265473738312721,0.6358870230615139
51,"for the most part , director anne-sophie birot 's first feature is a sensitive , extraordinarily well-acted drama . ",1,1,1,True,True,False,-2.199289083480835,2.2566983699798584,-1.7663787603378296,1.792659878730774,4.455987453460693,3.5590386390686035,0.43291032314300537,0.4640384912490845
52,"mr. tsai is a very original artist in his medium , and what time is it there ? ",1,1,1,True,True,False,-1.4147865772247314,1.4114161729812622,-0.6420127749443054,0.6609678864479065,2.8262027502059937,1.302980661392212,0.772773802280426,0.7504482865333557
53,sade is an engaging look at the controversial eponymous and fiercely atheistic hero . ,1,1,1,True,True,False,-1.7354679107666016,1.7848358154296875,-0.41272228956222534,0.3753039240837097,3.520303726196289,0.7880262136459351,1.3227456212043762,1.4095318913459778
54,so devoid of any kind of intelligible story that it makes films like xxx and collateral damage seem like thoughtful treatises ,0,0,0,True,True,False,1.5902864933013916,-1.4525203704833984,1.0072805881500244,-0.8239783048629761,3.04280686378479,1.8312588930130005,0.5830059051513672,0.6285420656204224
55,"a tender , heartfelt family drama . ",1,1,1,True,True,False,-2.3147871494293213,2.5318524837493896,-1.991619348526001,2.22475004196167,4.846639633178711,4.216369390487671,0.3231678009033203,0.3071024417877197
56,... a hollow joke told by a cinematic gymnast having too much fun embellishing the misanthropic tale to actually engage it . ,0,0,0,True,True,False,2.0835459232330322,-2.016498327255249,1.811784029006958,-1.7156155109405518,4.100044250488281,3.5273995399475098,0.2717618942260742,0.30088281631469727
57,the cold turkey would 've been a far better title . ,0,0,0,True,True,False,0.992344319820404,-0.8175944685935974,0.559795081615448,-0.42117902636528015,1.8099387884140015,0.9809741079807281,0.43254923820495605,0.39641544222831726
58,manages to be both repulsively sadistic and mundane . ,0,0,0,True,True,False,1.7129902839660645,-1.6188758611679077,1.5183374881744385,-1.3790678977966309,3.331866145133972,2.8974053859710693,0.19465279579162598,0.23980796337127686
59,"it 's just disappointingly superficial -- a movie that has all the elements necessary to be a fascinating , involving character study , but never does more than scratch the surface . ",0,0,0,True,True,False,1.035931944847107,-0.9854881763458252,0.7620072960853577,-0.6499576568603516,2.021420121192932,1.4119649529457092,0.27392464876174927,0.33553051948547363
60,"this is a story of two misfits who do n't stand a chance alone , but together they are magnificent . ",1,1,1,True,True,False,-2.294856309890747,2.393597364425659,-1.681903600692749,1.6267839670181274,4.688453674316406,3.3086875677108765,0.612952709197998,0.7668133974075317
61,"schaeffer has to find some hook on which to hang his persistently useless movies , and it might as well be the resuscitation of the middle-aged character . ",0,0,0,True,True,False,1.3170242309570312,-1.1869598627090454,0.655388593673706,-0.5389536619186401,2.5039840936660767,1.1943422555923462,0.6616356372833252,0.6480062007904053
62,the primitive force of this film seems to bubble up from the vast collective memory of the combatants . ,1,0,0,False,False,False,0.8052658438682556,-0.6678964495658875,1.0843534469604492,-0.9035708904266357,1.473162293434143,1.987924337387085,0.2790876030921936,0.2356744408607483
63,"on this tricky topic , tadpole is very much a step in the right direction , with its blend of frankness , civility and compassion . ",1,1,1,True,True,False,-1.9089391231536865,1.9447698593139648,-1.4800574779510498,1.5192110538482666,3.8537089824676514,2.9992685317993164,0.4288816452026367,0.42555880546569824
64,"the script kicks in , and mr. hartley 's distended pace and foot-dragging rhythms follow . ",0,0,0,True,True,False,0.3668578565120697,-0.21569673717021942,0.3683568835258484,-0.2517153322696686,0.5825545936822891,0.620072215795517,0.0014990270137786865,0.03601859509944916
65,you wonder why enough was n't just a music video rather than a full-length movie . ,0,0,0,True,True,False,0.6525924205780029,-0.5053388476371765,0.42303037643432617,-0.30318617820739746,1.1579312682151794,0.7262165546417236,0.22956204414367676,0.20215266942977905
66,"if you 're hard up for raunchy college humor , this is your ticket right here . ",1,1,1,True,True,False,-0.3230544924736023,0.32236236333847046,-0.3100573420524597,0.2070448249578476,0.6454168558120728,0.5171021670103073,0.012997150421142578,0.11531753838062286
67,"a fast , funny , highly enjoyable movie . ",1,1,1,True,True,False,-2.4579854011535645,2.5819056034088135,-2.1992599964141846,2.2964887619018555,5.039891004562378,4.49574875831604,0.2587254047393799,0.285416841506958
68,good old-fashioned slash-and-hack is back ! ,1,1,1,True,True,False,-0.5221753120422363,0.4968777894973755,-0.1111379861831665,0.052766066044569016,1.0190531015396118,0.16390405222773552,0.4110373258590698,0.4441117234528065
69,"this one is definitely one to skip , even for horror movie fanatics . ",0,0,0,True,True,False,0.8805893063545227,-0.6876053214073181,0.6673614978790283,-0.5156322717666626,1.5681946277618408,1.182993769645691,0.21322780847549438,0.17197304964065552
70,"for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou never really builds up a head of emotional steam . ",0,0,0,True,True,False,0.33729979395866394,-0.28601738810539246,0.28447380661964417,-0.24270537495613098,0.6233171820640564,0.5271791815757751,0.052825987339019775,0.043312013149261475
71,"exquisitely nuanced in mood tics and dialogue , this chamber drama is superbly acted by the deeply appealing veteran bouquet and the chilling but quite human berling . ",1,1,1,True,True,False,-2.3516833782196045,2.439382791519165,-2.019650936126709,2.0922579765319824,4.7910661697387695,4.111908912658691,0.3320324420928955,0.3471248149871826
72,uses high comedy to evoke surprising poignance . ,1,1,1,True,True,False,-2.0132532119750977,2.0331177711486816,-1.633468508720398,1.7047621011734009,4.046370983123779,3.338230609893799,0.3797847032546997,0.32835566997528076
73,"one of creepiest , scariest movies to come along in a long , long time , easily rivaling blair witch or the others . ",1,0,0,False,False,False,0.5618249773979187,-0.3590521216392517,0.49155181646347046,-0.3245643079280853,0.9208770990371704,0.8161161243915558,0.07027316093444824,0.03448781371116638
74,a string of rehashed sight gags based in insipid vulgarity . ,0,0,0,True,True,False,2.01543927192688,-1.9242085218429565,1.5126168727874756,-1.406408429145813,3.9396477937698364,2.9190253019332886,0.5028223991394043,0.5178000926971436
75,among the year 's most intriguing explorations of alientation . ,1,1,1,True,True,False,-2.162531852722168,2.3053548336029053,-1.386574387550354,1.4544090032577515,4.467886686325073,2.8409833908081055,0.775957465171814,0.8509458303451538
76,the movie fails to live up to the sum of its parts . ,0,0,0,True,True,False,2.0744833946228027,-2.0147604942321777,1.7655969858169556,-1.6125454902648926,4.0892438888549805,3.378142476081848,0.30888640880584717,0.40221500396728516
77,the son 's room is a triumph of gentility that earns its moments of pathos . ,1,1,1,True,True,False,-1.565305233001709,1.6554651260375977,-1.2140700817108154,1.2760751247406006,3.2207703590393066,2.490145206451416,0.35123515129089355,0.37939000129699707
78,"there is nothing outstanding about this film , but it is good enough and will likely be appreciated most by sailors and folks who know their way around a submarine . ",1,1,1,True,True,False,-2.129345417022705,2.1472079753875732,-1.499582052230835,1.444964051246643,4.276553392410278,2.944546103477478,0.6297633647918701,0.7022439241409302
79,this is a train wreck of an action film -- a stupefying attempt by the filmmakers to force-feed james bond into the mindless xxx mold and throw 40 years of cinematic history down the toilet in favor of bright flashes and loud bangs . ,0,0,0,True,True,False,1.7069201469421387,-1.6610954999923706,1.287577509880066,-1.1783103942871094,3.3680156469345093,2.4658879041671753,0.41934263706207275,0.48278510570526123
80,the draw ( for `` big bad love '' ) is a solid performance by arliss howard . ,1,1,1,True,True,False,-2.046797752380371,2.1223042011260986,-1.2707706689834595,1.336380958557129,4.16910195350647,2.6071516275405884,0.7760270833969116,0.7859232425689697
81,"green might want to hang onto that ski mask , as robbery may be the only way to pay for his next project . ",0,0,0,True,True,False,1.664166808128357,-1.4935802221298218,1.0470532178878784,-0.862545907497406,3.1577470302581787,1.9095991253852844,0.6171135902404785,0.6310343146324158
82,it 's one pussy-ass world when even killer-thrillers revolve around group therapy sessions . ,0,0,0,True,True,False,0.8100994229316711,-0.6642305850982666,0.4653622508049011,-0.380113810300827,1.4743300080299377,0.8454760611057281,0.34473717212677,0.2841167747974396
83,"though it 's become almost redundant to say so , major kudos go to leigh for actually casting people who look working-class . ",1,0,0,False,False,False,1.5787972211837769,-1.3729767799377441,1.0050219297409058,-0.8058907985687256,2.951774001121521,1.8109127283096313,0.5737752914428711,0.5670859813690186
84,"the band 's courage in the face of official repression is inspiring , especially for aging hippies ( this one included ) . ",1,1,1,True,True,False,-2.0427958965301514,2.0828781127929688,-1.1021854877471924,1.06534743309021,4.12567400932312,2.1675329208374023,0.940610408782959,1.0175306797027588
85,the movie achieves as great an impact by keeping these thoughts hidden as ... ( quills ) did by showing them . ,1,1,1,True,True,False,-1.6302928924560547,1.6240589618682861,-0.8440889716148376,0.7775841355323792,3.254351854324341,1.6216731071472168,0.786203920841217,0.846474826335907
86,"the film flat lines when it should peak and is more missed opportunity and trifle than dark , decadent truffle . ",0,0,0,True,True,False,1.8264251947402954,-1.708858609199524,1.3860431909561157,-1.2345404624938965,3.5352838039398193,2.620583653450012,0.4403820037841797,0.47431814670562744
87,jaglom ... put ( s ) the audience in the privileged position of eavesdropping on his characters ,1,1,1,True,True,False,-0.7077299952507019,0.6897875666618347,-0.3771751821041107,0.39349597692489624,1.3975175619125366,0.770671159029007,0.3305548131465912,0.2962915897369385
88,fresnadillo 's dark and jolting images have a way of plying into your subconscious like the nightmare you had a week ago that wo n't go away . ,1,1,1,True,True,False,-0.8238935470581055,0.91529381275177,-0.2830274999141693,0.33755090832710266,1.7391873598098755,0.620578408241272,0.5408660471439362,0.5777429044246674
89,"we know the plot 's a little crazy , but it held my interest from start to finish . ",1,1,1,True,True,False,-0.8514823317527771,0.8331258893013,-0.07984821498394012,0.14068621397018433,1.6846082210540771,0.22053442895412445,0.771634116768837,0.6924396753311157
90,"it 's a scattershot affair , but when it hits its mark it 's brilliant . ",1,1,1,True,True,False,-2.3093159198760986,2.368309259414673,-1.855431318283081,1.8730422258377075,4.6776251792907715,3.7284735441207886,0.4538846015930176,0.49526703357696533
91,"hardly a masterpiece , but it introduces viewers to a good charitable enterprise and some interesting real people . ",1,1,1,True,True,False,-2.434404134750366,2.5237796306610107,-1.8688679933547974,1.886036992073059,4.958183765411377,3.7549049854278564,0.5655361413955688,0.6377426385879517
92,"you wo n't like roger , but you will quickly recognize him . ",0,1,1,False,False,False,-0.5985827445983887,0.4514177441596985,-0.6177012920379639,0.5308660268783569,1.0500004887580872,1.1485673189163208,0.019118547439575195,0.07944828271865845
93,if steven soderbergh 's ` solaris ' is a failure it is a glorious failure . ,1,0,0,False,False,False,0.7124059796333313,-0.7579260468482971,1.1474463939666748,-1.1327072381973267,1.4703320264816284,2.2801536321640015,0.4350404143333435,0.37478119134902954
94,"byler reveals his characters in a way that intrigues and even fascinates us , and he never reduces the situation to simple melodrama . ",1,1,1,True,True,False,-1.4284296035766602,1.4973576068878174,-0.8746803402900696,0.8890234231948853,2.9257872104644775,1.7637037634849548,0.5537492632865906,0.6083341836929321
95,this riveting world war ii moral suspense story deals with the shadow side of american culture : racial prejudice in its ugly and diverse forms . ,0,1,1,False,False,False,-0.9080434441566467,0.944284975528717,-0.20815113186836243,0.19043368101119995,1.8523284196853638,0.3985848128795624,0.6998923122882843,0.7538512945175171
96,"it 's difficult to imagine the process that produced such a script , but here 's guessing that spray cheese and underarm noises played a crucial role . ",0,0,0,True,True,False,0.15133769810199738,-0.1596968173980713,0.09710326790809631,-0.08605590462684631,0.31103451550006866,0.18315917253494263,0.05423443019390106,0.07364091277122498
97,"no sophomore slump for director sam mendes , who segues from oscar winner to oscar-winning potential with a smooth sleight of hand . ",1,1,1,True,True,False,-0.912935197353363,1.0002703666687012,-0.36242783069610596,0.3991234302520752,1.9132055640220642,0.7615512609481812,0.5505073666572571,0.601146936416626
98,"on the whole , the movie lacks wit , feeling and believability to compensate for its incessant coarseness and banality . ",0,0,0,True,True,False,2.1033518314361572,-2.079526662826538,1.7037770748138428,-1.6433870792388916,4.182878494262695,3.3471641540527344,0.39957475662231445,0.4361395835876465
99,why make a documentary about these marginal historical figures ? ,0,0,0,True,True,False,1.8071823120117188,-1.7653474807739258,1.5412529706954956,-1.4353294372558594,3.5725297927856445,2.976582407951355,0.26592934131622314,0.3300180435180664
100,"neither parker nor donovan is a typical romantic lead , but they bring a fresh , quirky charm to the formula . ",1,1,1,True,True,False,-2.2615294456481934,2.340226411819458,-1.8602014780044556,1.9037812948226929,4.601755857467651,3.7639827728271484,0.4013279676437378,0.43644511699676514
101,"his last movie was poetically romantic and full of indelible images , but his latest has nothing going for it . ",0,0,0,True,True,False,0.4497986137866974,-0.34516215324401855,0.3545560836791992,-0.26841282844543457,0.7949607670307159,0.6229689121246338,0.09524253010749817,0.07674932479858398
102,"does paint some memorable images ... , but makhmalbaf keeps her distance from the characters ",1,1,1,True,True,False,-0.9705864787101746,0.9623385071754456,-0.27443572878837585,0.24225740134716034,1.9329249858856201,0.5166931301355362,0.6961507499217987,0.7200811058282852
103,"a gripping movie , played with performances that are all understated and touching . ",1,1,1,True,True,False,-2.2858283519744873,2.3890719413757324,-1.8228569030761719,1.8933109045028687,4.67490029335022,3.7161678075790405,0.46297144889831543,0.49576103687286377
104,"it 's one of those baseball pictures where the hero is stoic , the wife is patient , the kids are as cute as all get-out and the odds against success are long enough to intimidate , but short enough to make a dream seem possible . ",1,1,1,True,True,False,-0.3197503685951233,0.4390823245048523,-0.275949090719223,0.30597004294395447,0.7588326930999756,0.5819191336631775,0.04380127787590027,0.13311228156089783
105,"combining quick-cut editing and a blaring heavy metal much of the time , beck seems to be under the illusion that he 's shooting the latest system of a down video . ",0,0,0,True,True,False,1.0651395320892334,-0.8832469582557678,0.19017556309700012,-0.09984298795461655,1.9483864903450012,0.29001855105161667,0.8749639689922333,0.7834039703011513
106,the movie 's relatively simple plot and uncomplicated morality play well with the affable cast . ,1,0,0,False,False,False,0.24623198807239532,-0.25046736001968384,0.11841873824596405,-0.05912936106324196,0.49669934809207916,0.177548099309206,0.12781324982643127,0.19133799895644188
107,what the director ca n't do is make either of val kilmer 's two personas interesting or worth caring about . ,0,1,1,False,False,False,-1.307793140411377,1.4090198278427124,-0.5999773740768433,0.6518540382385254,2.7168129682540894,1.2518314123153687,0.7078157663345337,0.757165789604187
108,"too often , the viewer is n't reacting to humor so much as they are wincing back in repugnance . ",0,0,0,True,True,False,0.7903587222099304,-0.6687027215957642,0.6716775894165039,-0.520700991153717,1.4590614438056946,1.192378580570221,0.11868113279342651,0.14800173044204712
109,it 's great escapist fun that recreates a place and time that will never happen again . ,1,1,1,True,True,False,-2.1126372814178467,2.2193005084991455,-1.255823016166687,1.3411824703216553,4.331937789916992,2.5970054864883423,0.8568142652511597,0.8781180381774902
110,"scores no points for originality , wit , or intelligence . ",0,0,0,True,True,False,1.9800677299499512,-1.922622799873352,1.5413826704025269,-1.4557160139083862,3.9026905298233032,2.997098684310913,0.4386850595474243,0.4669067859649658
111,"there is n't nearly enough fun here , despite the presence of some appealing ingredients . ",0,0,0,True,True,False,0.5613147616386414,-0.4355301260948181,0.14612558484077454,-0.047307856380939484,0.9968448877334595,0.19343344122171402,0.4151891767978668,0.38822226971387863
112,hilariously inept and ridiculous . ,1,0,0,False,False,False,1.930396556854248,-1.8404457569122314,1.6346856355667114,-1.5214332342147827,3.7708423137664795,3.156118869781494,0.2957109212875366,0.31901252269744873
